  -3.5279014e-02  -3.5278830e-02  -3.5278609e-02  -3.5278343e-02  -3.5278024e-02  -3.5277641e-02  -3.5277180e-02  -3.5276627e-02  -3.5275961e-02  -3.5275162e-02  -3.5274201e-02  -3.5273047e-02  -3.5271659e-02  -3.5269993e-02  -3.5267990e-02  -3.5265583e-02  -3.5262690e-02  -3.5259215e-02  -3.5255038e-02  -3.5250020e-02  -3.5243989e-02  -3.5236743e-02  -3.5228035e-02  -3.5217571e-02  -3.5204998e-02  -3.5189889e-02  -3.5171734e-02  -3.5149918e-02  -3.5123703e-02  -3.5092203e-02  -3.5054351e-02  -3.5008868e-02  -3.4954215e-02  -3.4888544e-02  -3.4809636e-02  -3.4714825e-02  -3.4600909e-02  -3.4464047e-02  -3.4299628e-02  -3.4102126e-02  -3.3864918e-02  -3.3580086e-02  -3.3238176e-02  -3.2827946e-02  -3.2336087e-02  -3.1746980e-02  -3.1042530e-02  -3.0202213e-02  -2.9203499e-02  -2.8022748e-02  -2.6636038e-02  -2.5017478e-02  -2.3129889e-02  -2.0906799e-02  -1.8242474e-02  -1.5008256e-02  -1.1068124e-02  -6.2537355e-03   0.0000000e+00   6.2537355e-03
  -3.4621449e-02  -3.4621268e-02  -3.4621052e-02  -3.4620791e-02  -3.4620478e-02  -3.4620102e-02  -3.4619649e-02  -3.4619106e-02  -3.4618453e-02  -3.4617669e-02  -3.4616726e-02  -3.4615593e-02  -3.4614232e-02  -3.4612596e-02  -3.4610630e-02  -3.4608268e-02  -3.4605430e-02  -3.4602019e-02  -3.4597920e-02  -3.4592995e-02  -3.4587077e-02  -3.4579966e-02  -3.4571420e-02  -3.4561152e-02  -3.4548812e-02  -3.4533985e-02  -3.4516168e-02  -3.4494759e-02  -3.4469032e-02  -3.4438119e-02  -3.4400971e-02  -3.4356334e-02  -3.4302697e-02  -3.4238245e-02  -3.4160800e-02  -3.4067741e-02  -3.3955923e-02  -3.3821567e-02  -3.3660136e-02  -3.3466180e-02  -3.3233159e-02  -3.2953229e-02  -3.2616985e-02  -3.2213171e-02  -3.1728345e-02  -3.1146521e-02  -3.0448823e-02  -2.9613242e-02  -2.8614671e-02  -2.7425462e-02  -2.6016611e-02  -2.4358607e-02  -2.2418343e-02  -2.0147405e-02  -1.7466988e-02  -1.4267435e-02  -1.0420901e-02  -5.7783089e-03   0.0000000e+00   5.7783089e-03
  -3.3973838e-02  -3.3973661e-02  -3.3973448e-02  -3.3973192e-02  -3.3972885e-02  -3.3972516e-02  -3.3972072e-02  -3.3971539e-02  -3.3970898e-02  -3.3970129e-02  -3.3969203e-02  -3.3968092e-02  -3.3966756e-02  -3.3965151e-02  -3.3963222e-02  -3.3960904e-02  -3.3958118e-02  -3.3954771e-02  -3.3950750e-02  -3.3945917e-02  -3.3940109e-02  -3.3933131e-02  -3.3924745e-02  -3.3914669e-02  -3.3902560e-02  -3.3888011e-02  -3.3870527e-02  -3.3849518e-02  -3.3824273e-02  -3.3793937e-02  -3.3757485e-02  -3.3713682e-02  -3.3661049e-02  -3.3597802e-02  -3.3521805e-02  -3.3430487e-02  -3.3320760e-02  -3.3188917e-02  -3.3030504e-02  -3.2840172e-02  -3.2611502e-02  -3.2336788e-02  -3.2006790e-02  -3.1610427e-02  -3.1134435e-02  -3.0562955e-02  -2.9877096e-02  -2.9054487e-02  -2.8068963e-02  -2.6890610e-02  -2.5486540e-02  -2.3822375e-02  -2.1862647e-02  -1.9565481e-02  -1.6869923e-02  -1.3686915e-02  -9.9039293e-03  -5.3914593e-03   0.0000000e+00   5.3914593e-03
  -3.3336031e-02  -3.3335857e-02  -3.3335648e-02  -3.3335397e-02  -3.3335096e-02  -3.3334733e-02  -3.3334298e-02  -3.3333775e-02  -3.3333146e-02  -3.3332391e-02  -3.3331483e-02  -3.3330392e-02  -3.3329081e-02  -3.3327506e-02  -3.3325614e-02  -3.3323339e-02  -3.3320606e-02  -3.3317322e-02  -3.3313376e-02  -3.3308633e-02  -3.3302935e-02  -3.3296088e-02  -3.3287859e-02  -3.3277972e-02  -3.3266091e-02  -3.3251814e-02  -3.3234659e-02  -3.3214044e-02  -3.3189273e-02  -3.3159507e-02  -3.3123739e-02  -3.3080759e-02  -3.3029113e-02  -3.2967054e-02  -3.2892484e-02  -3.2802880e-02  -3.2695213e-02  -3.2565845e-02  -3.2410405e-02  -3.2223646e-02  -3.1999268e-02  -3.1729711e-02  -3.1405905e-02  -3.1016975e-02  -3.0549897e-02  -2.9989083e-02  -2.9315914e-02  -2.8508222e-02  -2.7539771e-02  -2.6379911e-02  -2.4993735e-02  -2.3343174e-02  -2.1388643e-02  -1.9088180e-02  -1.6389889e-02  -1.3221305e-02  -9.4872329e-03  -5.0782681e-03   0.0000000e+00   5.0782681e-03
  -3.2707878e-02  -3.2707708e-02  -3.2707503e-02  -3.2707257e-02  -3.2706961e-02  -3.2706606e-02  -3.2706178e-02  -3.2705665e-02  -3.2705048e-02  -3.2704307e-02  -3.2703416e-02  -3.2702346e-02  -3.2701060e-02  -3.2699515e-02  -3.2697658e-02  -3.2695426e-02  -3.2692744e-02  -3.2689522e-02  -3.2685650e-02  -3.2680997e-02  -3.2675406e-02  -3.2668688e-02  -3.2660615e-02  -3.2650914e-02  -3.2639257e-02  -3.2625249e-02  -3.2608417e-02  -3.2588191e-02  -3.2563886e-02  -3.2534681e-02  -3.2499587e-02  -3.2457417e-02  -3.2406744e-02  -3.2345855e-02  -3.2272689e-02  -3.2184773e-02  -3.2079135e-02  -3.1952205e-02  -3.1799694e-02  -3.1616454e-02  -3.1396304e-02  -3.1131825e-02  -3.0814119e-02  -3.0432517e-02  -2.9974237e-02  -2.9423982e-02  -2.8763471e-02  -2.7970906e-02  -2.7020385e-02  -2.5881353e-02  -2.4518309e-02  -2.2891239e-02  -2.0957153e-02  -1.8671426e-02  -1.5985028e-02  -1.2836402e-02  -9.1461114e-03  -4.8243842e-03   0.0000000e+00   4.8243842e-03
  -3.2089235e-02  -3.2089068e-02  -3.2088867e-02  -3.2088625e-02  -3.2088335e-02  -3.2087986e-02  -3.2087567e-02  -3.2087063e-02  -3.2086458e-02  -3.2085731e-02  -3.2084857e-02  -3.2083807e-02  -3.2082546e-02  -3.2081029e-02  -3.2079207e-02  -3.2077018e-02  -3.2074387e-02  -3.2071226e-02  -3.2067427e-02  -3.2062862e-02  -3.2057377e-02  -3.2050786e-02  -3.2042865e-02  -3.2033348e-02  -3.2021911e-02  -3.2008168e-02  -3.1991655e-02  -3.1971811e-02  -3.1947966e-02  -3.1919313e-02  -3.1884883e-02  -3.1843511e-02  -3.1793796e-02  -3.1734058e-02  -3.1662277e-02  -3.1576024e-02  -3.1472384e-02  -3.1347854e-02  -3.1198227e-02  -3.1018453e-02  -3.0802466e-02  -3.0542990e-02  -3.0231292e-02  -2.9856907e-02  -2.9407293e-02  -2.8867443e-02  -2.8219420e-02  -2.7441827e-02  -2.6509217e-02  -2.5391459e-02  -2.4053221e-02  -2.2453877e-02  -2.0548450e-02  -1.8289519e-02  -1.5627632e-02  -1.2507090e-02  -8.8608439e-03  -4.6169965e-03   0.0000000e+00   4.6169965e-03
  -3.1479956e-02  -3.1479792e-02  -3.1479595e-02  -3.1479358e-02  -3.1479073e-02  -3.1478731e-02  -3.1478320e-02  -3.1477826e-02  -3.1477233e-02  -3.1476519e-02  -3.1475662e-02  -3.1474632e-02  -3.1473394e-02  -3.1471907e-02  -3.1470119e-02  -3.1467971e-02  -3.1465391e-02  -3.1462289e-02  -3.1458563e-02  -3.1454084e-02  -3.1448703e-02  -3.1442237e-02  -3.1434467e-02  -3.1425130e-02  -3.1413911e-02  -3.1400429e-02  -3.1384229e-02  -3.1364762e-02  -3.1341370e-02  -3.1313261e-02  -3.1279484e-02  -3.1238898e-02  -3.1190127e-02  -3.1131524e-02  -3.1061105e-02  -3.0976490e-02  -3.0874817e-02  -3.0752652e-02  -3.0605866e-02  -3.0429504e-02  -3.0217618e-02  -2.9963068e-02  -2.9657288e-02  -2.9290010e-02  -2.8848931e-02  -2.8319329e-02  -2.7683607e-02  -2.6920773e-02  -2.6005852e-02  -2.4909248e-02  -2.3596115e-02  -2.2025982e-02  -2.0153108e-02  -1.7928133e-02  -1.5300047e-02  -1.2215526e-02  -8.6161773e-03  -4.4452841e-03   0.0000000e+00   4.4452841e-03
  -3.0879901e-02  -3.0879740e-02  -3.0879547e-02  -3.0879314e-02  -3.0879035e-02  -3.0878699e-02  -3.0878296e-02  -3.0877811e-02  -3.0877229e-02  -3.0876529e-02  -3.0875688e-02  -3.0874678e-02  -3.0873464e-02  -3.0872005e-02  -3.0870251e-02  -3.0868144e-02  -3.0865613e-02  -3.0862571e-02  -3.0858915e-02  -3.0854522e-02  -3.0849244e-02  -3.0842901e-02  -3.0835279e-02  -3.0826120e-02  -3.0815114e-02  -3.0801890e-02  -3.0785998e-02  -3.0766902e-02  -3.0743956e-02  -3.0716383e-02  -3.0683250e-02  -3.0643437e-02  -3.0595596e-02  -3.0538110e-02  -3.0469033e-02  -3.0386031e-02  -3.0286296e-02  -3.0166459e-02  -3.0022471e-02  -2.9849471e-02  -2.9641624e-02  -2.9391925e-02  -2.9091973e-02  -2.8731695e-02  -2.8299022e-02  -2.7779513e-02  -2.7155905e-02  -2.6407608e-02  -2.5510119e-02  -2.4434396e-02  -2.3146199e-02  -2.1605571e-02  -1.9766806e-02  -1.7579596e-02  -1.4991432e-02  -1.1949434e-02  -8.4006616e-03  -4.3004851e-03   0.0000000e+00   4.3004851e-03
  -3.0288929e-02  -3.0288771e-02  -3.0288581e-02  -3.0288354e-02  -3.0288080e-02  -3.0287750e-02  -3.0287355e-02  -3.0286879e-02  -3.0286308e-02  -3.0285622e-02  -3.0284797e-02  -3.0283806e-02  -3.0282615e-02  -3.0281184e-02  -3.0279464e-02  -3.0277398e-02  -3.0274914e-02  -3.0271930e-02  -3.0268345e-02  -3.0264036e-02  -3.0258859e-02  -3.0252637e-02  -3.0245161e-02  -3.0236177e-02  -3.0225382e-02  -3.0212411e-02  -3.0196823e-02  -3.0178093e-02  -3.0155586e-02  -3.0128541e-02  -3.0096042e-02  -3.0056991e-02  -3.0010065e-02  -2.9953679e-02  -2.9885924e-02  -2.9804510e-02  -2.9706684e-02  -2.9589141e-02  -2.9447908e-02  -2.9278219e-02  -2.9074349e-02  -2.8829428e-02  -2.8535215e-02  -2.8181831e-02  -2.7757438e-02  -2.7247869e-02  -2.6636192e-02  -2.5902211e-02  -2.5021893e-02  -2.3966745e-02  -2.2703168e-02  -2.1191869e-02  -1.9387616e-02  -1.7239929e-02  -1.4695342e-02  -1.1700620e-02  -8.2059307e-03  -4.1757344e-03   0.0000000e+00   4.1757344e-03
  -2.9706903e-02  -2.9706748e-02  -2.9706562e-02  -2.9706339e-02  -2.9706070e-02  -2.9705747e-02  -2.9705359e-02  -2.9704893e-02  -2.9704333e-02  -2.9703660e-02  -2.9702851e-02  -2.9701879e-02  -2.9700711e-02  -2.9699307e-02  -2.9697620e-02  -2.9695593e-02  -2.9693158e-02  -2.9690231e-02  -2.9686714e-02  -2.9682489e-02  -2.9677411e-02  -2.9671309e-02  -2.9663976e-02  -2.9655165e-02  -2.9644578e-02  -2.9631855e-02  -2.9616567e-02  -2.9598197e-02  -2.9576122e-02  -2.9549597e-02  -2.9517723e-02  -2.9479422e-02  -2.9433398e-02  -2.9378095e-02  -2.9311642e-02  -2.9231793e-02  -2.9135847e-02  -2.9020561e-02  -2.8882043e-02  -2.8715614e-02  -2.8515661e-02  -2.8275446e-02  -2.7986886e-02  -2.7640291e-02  -2.7224051e-02  -2.6724272e-02  -2.6124347e-02  -2.5404466e-02  -2.4541057e-02  -2.3506177e-02  -2.2266864e-02  -2.0784545e-02  -1.9014676e-02  -1.6907115e-02  -1.4408041e-02  -1.1463749e-02  -8.0260146e-03  -4.0657916e-03   0.0000000e+00   4.0657916e-03
