  -3.5279011e-02  -3.5264341e-02  -3.5246694e-02  -3.5225465e-02  -3.5199929e-02  -3.5169211e-02  -3.5132260e-02  -3.5087810e-02  -3.5034339e-02  -3.4970017e-02  -3.4892642e-02  -3.4799565e-02  -3.4687602e-02  -3.4552920e-02  -3.4390916e-02  -3.4196054e-02  -3.3961683e-02  -3.3679821e-02  -3.3340888e-02  -3.2933411e-02  -3.2443672e-02  -3.1855313e-02  -3.1148918e-02  -3.0301584e-02  -2.9286569e-02  -2.8073132e-02  -2.6626775e-02  -2.4910139e-02  -2.2884567e-02  -2.0511153e-02  -1.7747141e-02  -1.4530422e-02  -1.0751567e-02  -6.2309997e-03   0.0000000e+00   6.2309997e-03
  -3.4171943e-02  -3.4157733e-02  -3.4140640e-02  -3.4120078e-02  -3.4095343e-02  -3.4065589e-02  -3.4029796e-02  -3.3986740e-02  -3.3934947e-02  -3.3872642e-02  -3.3797692e-02  -3.3707531e-02  -3.3599073e-02  -3.3468603e-02  -3.3311657e-02  -3.3122866e-02  -3.2895773e-02  -3.2622621e-02  -3.2294090e-02  -3.1898993e-02  -3.1423911e-02  -3.0852777e-02  -3.0166393e-02  -2.9341907e-02  -2.8352278e-02  -2.7165824e-02  -2.5746034e-02  -2.4051947e-02  -2.2039480e-02  -1.9663666e-02  -1.6879917e-02  -1.3638794e-02  -9.8689692e-03  -5.4586125e-03   0.0000000e+00   5.4586125e-03
  -3.3093577e-02  -3.3079816e-02  -3.3063262e-02  -3.3043348e-02  -3.3019394e-02  -3.2990579e-02  -3.2955916e-02  -3.2914219e-02  -3.2864059e-02  -3.2803720e-02  -3.2731136e-02  -3.2643820e-02  -3.2538784e-02  -3.2412431e-02  -3.2260438e-02  -3.2077603e-02  -3.1857675e-02  -3.1593139e-02  -3.1274967e-02  -3.0892321e-02  -3.0432193e-02  -2.9878997e-02  -2.9214080e-02  -2.8415177e-02  -2.7455795e-02  -2.6304609e-02  -2.4924941e-02  -2.3274619e-02  -2.1306632e-02  -1.8971142e-02  -1.6218559e-02  -1.3000697e-02  -9.2644288e-03  -4.9417889e-03   0.0000000e+00   4.9417889e-03
  -3.2043168e-02  -3.2029844e-02  -3.2013815e-02  -3.1994534e-02  -3.1971340e-02  -3.1943439e-02  -3.1909877e-02  -3.1869503e-02  -3.1820935e-02  -3.1762512e-02  -3.1692231e-02  -3.1607687e-02  -3.1505984e-02  -3.1383642e-02  -3.1236472e-02  -3.1059440e-02  -3.0846492e-02  -3.0590352e-02  -3.0282278e-02  -2.9911774e-02  -2.9466247e-02  -2.8930602e-02  -2.8286772e-02  -2.7513180e-02  -2.6584123e-02  -2.5469125e-02  -2.4132287e-02  -2.2531827e-02  -2.0620148e-02  -1.8345096e-02  -1.5653044e-02  -1.2493040e-02  -8.8184780e-03  -4.5876245e-03   0.0000000e+00   4.5876245e-03
  -3.1019992e-02  -3.1007093e-02  -3.0991576e-02  -3.0972911e-02  -3.0950457e-02  -3.0923448e-02  -3.0890957e-02  -3.0851872e-02  -3.0804855e-02  -3.0748297e-02  -3.0680260e-02  -3.0598416e-02  -3.0499961e-02  -3.0381525e-02  -3.0239054e-02  -3.0067675e-02  -2.9861526e-02  -2.9613563e-02  -2.9315325e-02  -2.8956651e-02  -2.8525348e-02  -2.8006802e-02  -2.7383526e-02  -2.6634625e-02  -2.5735213e-02  -2.4655760e-02  -2.3361428e-02  -2.1811487e-02  -1.9959065e-02  -1.7751764e-02  -1.5134066e-02  -1.2052214e-02  -8.4606039e-03  -4.3316500e-03   0.0000000e+00   4.3316500e-03
  -3.0023343e-02  -3.0010858e-02  -2.9995840e-02  -2.9977774e-02  -2.9956042e-02  -2.9929900e-02  -2.9898453e-02  -2.9860624e-02  -2.9815118e-02  -2.9760377e-02  -2.9694526e-02  -2.9615311e-02  -2.9520019e-02  -2.9405388e-02  -2.9267495e-02  -2.9101621e-02  -2.8902095e-02  -2.8662099e-02  -2.8373442e-02  -2.8026290e-02  -2.7608841e-02  -2.7106954e-02  -2.6503697e-02  -2.5778852e-02  -2.4908327e-02  -2.3863539e-02  -2.2610750e-02  -2.1110470e-02  -1.9317078e-02  -1.7179069e-02  -1.4640799e-02  -1.1647036e-02  -8.1514500e-03  -4.1331879e-03   0.0000000e+00   4.1331879e-03
  -2.9052533e-02  -2.9040451e-02  -2.9025919e-02  -2.9008437e-02  -2.8987408e-02  -2.8962111e-02  -2.8931681e-02  -2.8895075e-02  -2.8851041e-02  -2.8798069e-02  -2.8734348e-02  -2.8657694e-02  -2.8565483e-02  -2.8454559e-02  -2.8321124e-02  -2.8160613e-02  -2.7967538e-02  -2.7735302e-02  -2.7455978e-02  -2.7120049e-02  -2.6716097e-02  -2.6230434e-02  -2.5646680e-02  -2.4945265e-02  -2.4102881e-02  -2.3091863e-02  -2.1879563e-02  -2.0427752e-02  -1.8692211e-02  -1.6622813e-02  -1.4164829e-02  -1.1262892e-02  -7.8700004e-03  -3.9680596e-03   0.0000000e+00   3.9680596e-03
  -2.8106891e-02  -2.8095203e-02  -2.8081144e-02  -2.8064231e-02  -2.8043886e-02  -2.8019413e-02  -2.7989973e-02  -2.7954559e-02  -2.7911957e-02  -2.7860710e-02  -2.7799063e-02  -2.7724904e-02  -2.7635694e-02  -2.7528380e-02  -2.7399289e-02  -2.7244002e-02  -2.7057211e-02  -2.6832533e-02  -2.6562299e-02  -2.6237303e-02  -2.5846497e-02  -2.5376639e-02  -2.4811881e-02  -2.4133291e-02  -2.3318316e-02  -2.2340194e-02  -2.1167337e-02  -1.9762757e-02  -1.8083655e-02  -1.6081440e-02  -1.3702795e-02  -1.0893141e-02  -7.6054084e-03  -3.8224529e-03   0.0000000e+00   3.8224529e-03
  -2.7185766e-02  -2.7174461e-02  -2.7160862e-02  -2.7144504e-02  -2.7124826e-02  -2.7101155e-02  -2.7072680e-02  -2.7038426e-02  -2.6997221e-02  -2.6947653e-02  -2.6888026e-02  -2.6816297e-02  -2.6730011e-02  -2.6626214e-02  -2.6501352e-02  -2.6351155e-02  -2.6170485e-02  -2.5953169e-02  -2.5691790e-02  -2.5377443e-02  -2.4999443e-02  -2.4544980e-02  -2.3998725e-02  -2.3342368e-02  -2.2554093e-02  -2.1608014e-02  -2.0473578e-02  -1.9115008e-02  -1.7490901e-02  -1.5554233e-02  -1.3253290e-02  -1.0534791e-02  -7.3522086e-03  -3.6886943e-03   0.0000000e+00   3.6886943e-03
  -2.6288522e-02  -2.6277590e-02  -2.6264440e-02  -2.6248622e-02  -2.6229593e-02  -2.6206703e-02  -2.6179168e-02  -2.6146045e-02  -2.6106200e-02  -2.6058268e-02  -2.6000608e-02  -2.5931247e-02  -2.5847809e-02  -2.5747437e-02  -2.5626696e-02  -2.5481455e-02  -2.5306747e-02  -2.5096603e-02  -2.4843850e-02  -2.4539876e-02  -2.4174349e-02  -2.3734882e-02  -2.3206652e-02  -2.2571950e-02  -2.1809683e-02  -2.0894817e-02  -1.9797806e-02  -1.8484053e-02  -1.6913522e-02  -1.5040731e-02  -1.2815624e-02  -1.0186459e-02  -7.1076771e-03  -3.5626046e-03   0.0000000e+00   3.5626046e-03
