   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.6009208e-03   1.6009208e-03   1.6009208e-03   1.6009208e-03   1.6009208e-03   1.6009208e-03   1.6009208e-03   1.6009208e-03   1.6009208e-03   1.6009208e-03   1.6009208e-03   1.6009208e-03
   3.1776070e-03   3.1776070e-03   3.1776070e-03   3.1776070e-03   3.1776070e-03   3.1776070e-03   3.1776070e-03   3.1776070e-03   3.1776070e-03   3.1776070e-03   3.1776070e-03   3.1776070e-03
   4.7304257e-03   4.7304257e-03   4.7304257e-03   4.7304257e-03   4.7304257e-03   4.7304257e-03   4.7304257e-03   4.7304257e-03   4.7304257e-03   4.7304257e-03   4.7304257e-03   4.7304257e-03
   6.2597380e-03   6.2597380e-03   6.2597380e-03   6.2597380e-03   6.2597380e-03   6.2597380e-03   6.2597380e-03   6.2597380e-03   6.2597380e-03   6.2597380e-03   6.2597380e-03   6.2597380e-03
   7.7658999e-03   7.7658999e-03   7.7658999e-03   7.7658999e-03   7.7658999e-03   7.7658999e-03   7.7658999e-03   7.7658999e-03   7.7658999e-03   7.7658999e-03   7.7658999e-03   7.7658999e-03
   9.2492618e-03   9.2492618e-03   9.2492618e-03   9.2492618e-03   9.2492618e-03   9.2492618e-03   9.2492618e-03   9.2492618e-03   9.2492618e-03   9.2492618e-03   9.2492618e-03   9.2492618e-03
   1.0710169e-02   1.0710169e-02   1.0710169e-02   1.0710169e-02   1.0710169e-02   1.0710169e-02   1.0710169e-02   1.0710169e-02   1.0710169e-02   1.0710169e-02   1.0710169e-02   1.0710169e-02
   1.2148961e-02   1.2148961e-02   1.2148961e-02   1.2148961e-02   1.2148961e-02   1.2148961e-02   1.2148961e-02   1.2148961e-02   1.2148961e-02   1.2148961e-02   1.2148961e-02   1.2148961e-02
   1.3565973e-02   1.3565973e-02   1.3565973e-02   1.3565973e-02   1.3565973e-02   1.3565973e-02   1.3565973e-02   1.3565973e-02   1.3565973e-02   1.3565973e-02   1.3565973e-02   1.3565973e-02
   1.4961534e-02   1.4961534e-02   1.4961534e-02   1.4961534e-02   1.4961534e-02   1.4961534e-02   1.4961534e-02   1.4961534e-02   1.4961534e-02   1.4961534e-02   1.4961534e-02   1.4961534e-02
   1.6335969e-02   1.6335969e-02   1.6335969e-02   1.6335969e-02   1.6335969e-02   1.6335969e-02   1.6335969e-02   1.6335969e-02   1.6335969e-02   1.6335969e-02   1.6335969e-02   1.6335969e-02
   1.7689599e-02   1.7689599e-02   1.7689599e-02   1.7689599e-02   1.7689599e-02   1.7689599e-02   1.7689599e-02   1.7689599e-02   1.7689599e-02   1.7689599e-02   1.7689599e-02   1.7689599e-02
   1.9022738e-02   1.9022738e-02   1.9022738e-02   1.9022738e-02   1.9022738e-02   1.9022738e-02   1.9022738e-02   1.9022738e-02   1.9022738e-02   1.9022738e-02   1.9022738e-02   1.9022738e-02
   2.0335695e-02   2.0335695e-02   2.0335695e-02   2.0335695e-02   2.0335695e-02   2.0335695e-02   2.0335695e-02   2.0335695e-02   2.0335695e-02   2.0335695e-02   2.0335695e-02   2.0335695e-02
   2.1628778e-02   2.1628778e-02   2.1628778e-02   2.1628778e-02   2.1628778e-02   2.1628778e-02   2.1628778e-02   2.1628778e-02   2.1628778e-02   2.1628778e-02   2.1628778e-02   2.1628778e-02
   2.2902286e-02   2.2902286e-02   2.2902286e-02   2.2902286e-02   2.2902286e-02   2.2902286e-02   2.2902286e-02   2.2902286e-02   2.2902286e-02   2.2902286e-02   2.2902286e-02   2.2902286e-02
   2.4156515e-02   2.4156515e-02   2.4156515e-02   2.4156515e-02   2.4156515e-02   2.4156515e-02   2.4156515e-02   2.4156515e-02   2.4156515e-02   2.4156515e-02   2.4156515e-02   2.4156515e-02
   2.5391759e-02   2.5391759e-02   2.5391759e-02   2.5391759e-02   2.5391759e-02   2.5391759e-02   2.5391759e-02   2.5391759e-02   2.5391759e-02   2.5391759e-02   2.5391759e-02   2.5391759e-02
   2.6608303e-02   2.6608303e-02   2.6608303e-02   2.6608303e-02   2.6608303e-02   2.6608303e-02   2.6608303e-02   2.6608303e-02   2.6608303e-02   2.6608303e-02   2.6608303e-02   2.6608303e-02
   2.7806432e-02   2.7806432e-02   2.7806432e-02   2.7806432e-02   2.7806432e-02   2.7806432e-02   2.7806432e-02   2.7806432e-02   2.7806432e-02   2.7806432e-02   2.7806432e-02   2.7806432e-02
   2.8986424e-02   2.8986424e-02   2.8986424e-02   2.8986424e-02   2.8986424e-02   2.8986424e-02   2.8986424e-02   2.8986424e-02   2.8986424e-02   2.8986424e-02   2.8986424e-02   2.8986424e-02
   3.0148553e-02   3.0148553e-02   3.0148553e-02   3.0148553e-02   3.0148553e-02   3.0148553e-02   3.0148553e-02   3.0148553e-02   3.0148553e-02   3.0148553e-02   3.0148553e-02   3.0148553e-02
   3.1293090e-02   3.1293090e-02   3.1293090e-02   3.1293090e-02   3.1293090e-02   3.1293090e-02   3.1293090e-02   3.1293090e-02   3.1293090e-02   3.1293090e-02   3.1293090e-02   3.1293090e-02
   3.2420301e-02   3.2420301e-02   3.2420301e-02   3.2420301e-02   3.2420301e-02   3.2420301e-02   3.2420301e-02   3.2420301e-02   3.2420301e-02   3.2420301e-02   3.2420301e-02   3.2420301e-02
   3.3530448e-02   3.3530448e-02   3.3530448e-02   3.3530448e-02   3.3530448e-02   3.3530448e-02   3.3530448e-02   3.3530448e-02   3.3530448e-02   3.3530448e-02   3.3530448e-02   3.3530448e-02
   3.4623791e-02   3.4623791e-02   3.4623791e-02   3.4623791e-02   3.4623791e-02   3.4623791e-02   3.4623791e-02   3.4623791e-02   3.4623791e-02   3.4623791e-02   3.4623791e-02   3.4623791e-02
   3.5700582e-02   3.5700582e-02   3.5700582e-02   3.5700582e-02   3.5700582e-02   3.5700582e-02   3.5700582e-02   3.5700582e-02   3.5700582e-02   3.5700582e-02   3.5700582e-02   3.5700582e-02
   3.6761074e-02   3.6761074e-02   3.6761074e-02   3.6761074e-02   3.6761074e-02   3.6761074e-02   3.6761074e-02   3.6761074e-02   3.6761074e-02   3.6761074e-02   3.6761074e-02   3.6761074e-02
   3.7805511e-02   3.7805511e-02   3.7805511e-02   3.7805511e-02   3.7805511e-02   3.7805511e-02   3.7805511e-02   3.7805511e-02   3.7805511e-02   3.7805511e-02   3.7805511e-02   3.7805511e-02
   3.8834139e-02   3.8834139e-02   3.8834139e-02   3.8834139e-02   3.8834139e-02   3.8834139e-02   3.8834139e-02   3.8834139e-02   3.8834139e-02   3.8834139e-02   3.8834139e-02   3.8834139e-02
   3.9847195e-02   3.9847195e-02   3.9847195e-02   3.9847195e-02   3.9847195e-02   3.9847195e-02   3.9847195e-02   3.9847195e-02   3.9847195e-02   3.9847195e-02   3.9847195e-02   3.9847195e-02
   4.0844915e-02   4.0844915e-02   4.0844915e-02   4.0844915e-02   4.0844915e-02   4.0844915e-02   4.0844915e-02   4.0844915e-02   4.0844915e-02   4.0844915e-02   4.0844915e-02   4.0844915e-02
   4.1827532e-02   4.1827532e-02   4.1827532e-02   4.1827532e-02   4.1827532e-02   4.1827532e-02   4.1827532e-02   4.1827532e-02   4.1827532e-02   4.1827532e-02   4.1827532e-02   4.1827532e-02
   4.2795275e-02   4.2795275e-02   4.2795275e-02   4.2795275e-02   4.2795275e-02   4.2795275e-02   4.2795275e-02   4.2795275e-02   4.2795275e-02   4.2795275e-02   4.2795275e-02   4.2795275e-02
   4.3748368e-02   4.3748368e-02   4.3748368e-02   4.3748368e-02   4.3748368e-02   4.3748368e-02   4.3748368e-02   4.3748368e-02   4.3748368e-02   4.3748368e-02   4.3748368e-02   4.3748368e-02
   4.4687033e-02   4.4687033e-02   4.4687033e-02   4.4687033e-02   4.4687033e-02   4.4687033e-02   4.4687033e-02   4.4687033e-02   4.4687033e-02   4.4687033e-02   4.4687033e-02   4.4687033e-02
   4.5611489e-02   4.5611489e-02   4.5611489e-02   4.5611489e-02   4.5611489e-02   4.5611489e-02   4.5611489e-02   4.5611489e-02   4.5611489e-02   4.5611489e-02   4.5611489e-02   4.5611489e-02
   4.6521951e-02   4.6521951e-02   4.6521951e-02   4.6521951e-02   4.6521951e-02   4.6521951e-02   4.6521951e-02   4.6521951e-02   4.6521951e-02   4.6521951e-02   4.6521951e-02   4.6521951e-02
   4.7418630e-02   4.7418630e-02   4.7418630e-02   4.7418630e-02   4.7418630e-02   4.7418630e-02   4.7418630e-02   4.7418630e-02   4.7418630e-02   4.7418630e-02   4.7418630e-02   4.7418630e-02
   4.8301735e-02   4.8301735e-02   4.8301735e-02   4.8301735e-02   4.8301735e-02   4.8301735e-02   4.8301735e-02   4.8301735e-02   4.8301735e-02   4.8301735e-02   4.8301735e-02   4.8301735e-02
   4.9171472e-02   4.9171472e-02   4.9171472e-02   4.9171472e-02   4.9171472e-02   4.9171472e-02   4.9171472e-02   4.9171472e-02   4.9171472e-02   4.9171472e-02   4.9171472e-02   4.9171472e-02
   5.0028044e-02   5.0028044e-02   5.0028044e-02   5.0028044e-02   5.0028044e-02   5.0028044e-02   5.0028044e-02   5.0028044e-02   5.0028044e-02   5.0028044e-02   5.0028044e-02   5.0028044e-02
   5.0871648e-02   5.0871648e-02   5.0871648e-02   5.0871648e-02   5.0871648e-02   5.0871648e-02   5.0871648e-02   5.0871648e-02   5.0871648e-02   5.0871648e-02   5.0871648e-02   5.0871648e-02
   5.1702482e-02   5.1702482e-02   5.1702482e-02   5.1702482e-02   5.1702482e-02   5.1702482e-02   5.1702482e-02   5.1702482e-02   5.1702482e-02   5.1702482e-02   5.1702482e-02   5.1702482e-02
   5.2520739e-02   5.2520739e-02   5.2520739e-02   5.2520739e-02   5.2520739e-02   5.2520739e-02   5.2520739e-02   5.2520739e-02   5.2520739e-02   5.2520739e-02   5.2520739e-02   5.2520739e-02
   5.3326610e-02   5.3326610e-02   5.3326610e-02   5.3326610e-02   5.3326610e-02   5.3326610e-02   5.3326610e-02   5.3326610e-02   5.3326610e-02   5.3326610e-02   5.3326610e-02   5.3326610e-02
   5.4120281e-02   5.4120281e-02   5.4120281e-02   5.4120281e-02   5.4120281e-02   5.4120281e-02   5.4120281e-02   5.4120281e-02   5.4120281e-02   5.4120281e-02   5.4120281e-02   5.4120281e-02
   5.4901938e-02   5.4901938e-02   5.4901938e-02   5.4901938e-02   5.4901938e-02   5.4901938e-02   5.4901938e-02   5.4901938e-02   5.4901938e-02   5.4901938e-02   5.4901938e-02   5.4901938e-02
